title,artist,top_genre,year,bpm,nrgy,dnce,db,live,val,dur,acous,spch,pop,duration_min,pca_1,pca_2,cluster
Electric Love,BÃRNS,electropop,2016,120,80,61,-8,26,52,218,1,5,76,3.633333333333333,-0.1050611770524807,-0.11510227493455047,2
Confident,Demi Lovato,dance pop,2016,130,75,59,-6,9,34,206,0,7,75,3.433333333333333,-0.12219658396887595,0.023600997776972592,2
Too Good,Drake,canadian hip hop,2016,118,65,79,-8,10,39,263,5,10,74,4.383333333333334,-0.8834929625023982,0.5091467430512011,2
Roses,The Chainsmokers,electropop,2016,100,80,71,-7,31,34,227,4,6,74,3.783333333333333,-0.07661343609253683,-0.0006501116849535946,2
Cold Water (feat. Justin Bieber & MÃ),Major Lazer,dance pop,2016,93,80,61,-5,16,50,185,7,4,73,3.083333333333333,0.5920582751946948,0.8218245190287574,0
Me Too,Meghan Trainor,dance pop,2016,124,69,93,-6,48,84,181,10,10,73,3.0166666666666666,1.7044776939931419,0.7660609760468235,3
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,dance pop,2016,108,88,75,-4,23,75,166,4,7,73,2.7666666666666666,2.223663189205648,0.9726872769307555,0
Ain't Your Mama,Jennifer Lopez,dance pop,2016,120,68,76,-6,7,82,218,5,23,72,3.633333333333333,0.8961086939875768,0.6754720658589956,0
Close,Nick Jonas,dance pop,2016,124,62,65,-5,14,40,234,25,8,72,3.9,-0.6814381510234392,0.16796236457837502,2
Toothbrush,DNCE,dance pop,2016,105,79,55,-6,47,82,232,12,13,72,3.8666666666666663,0.7242748365544093,-1.0083592292756036,3
All We Know,The Chainsmokers,electropop,2016,90,59,66,-9,12,30,194,10,3,72,3.2333333333333334,-1.5944613740746854,1.4262146867796754,2
Final Song,MÃ,dance pop,2016,105,67,70,-6,8,25,236,1,3,72,3.933333333333333,-0.6178059094407289,0.6592170435357128,2
Hands To Myself,Selena Gomez,dance pop,2016,111,50,81,-7,34,47,201,1,12,71,3.35,-0.23430183514185113,0.5910413292647454,2
All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,71,4.533333333333333,-3.5686413044621963,0.3410548731820082,1
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,dance pop,2016,163,70,63,-6,11,50,215,1,15,71,3.583333333333333,0.20469732163049287,-0.676865212532214,2
NO,Meghan Trainor,dance pop,2016,92,80,56,-4,74,65,214,1,22,70,3.566666666666667,1.585419103973965,-2.241018757110934,3
Kill Em With Kindness,Selena Gomez,dance pop,2016,120,88,76,-5,10,40,218,1,4,70,3.633333333333333,0.9305331439714254,0.43968707713172966,0
Cool Girl,Tove Lo,dance pop,2016,102,69,67,-7,8,20,199,31,11,69,3.316666666666667,-1.3052578976295335,0.7760955161622779,2
Perfect Illusion,Lady Gaga,dance pop,2016,125,86,61,-5,36,66,182,0,4,67,3.033333333333333,1.4904242888687231,-0.4468063580143598,3
PILLOWTALK,ZAYN,dance pop,2016,125,70,59,-4,9,43,204,10,5,66,3.4,0.19984186280674096,0.1299571683908685,0
Out Of The Woods,Taylor Swift,pop,2016,92,84,55,-7,34,34,236,0,4,66,3.933333333333333,-0.3046814805684517,-0.8184499817141546,2
Rise,Katy Perry,dance pop,2016,101,64,55,-6,11,44,203,5,5,66,3.3833333333333333,-0.5322655888434731,0.4818572099941928,2
Wherever I Go,OneRepublic,dance pop,2016,100,69,55,-6,27,35,170,9,4,66,2.833333333333333,-0.30373788685977676,0.19150705642391697,2
Body Say,Demi Lovato,dance pop,2016,87,74,63,-5,28,26,194,0,4,65,3.2333333333333334,0.1433056451716064,0.10095059876397983,2
Don't Be A Fool,Shawn Mendes,canadian pop,2016,175,34,47,-6,10,27,216,60,4,65,3.6,-3.072834498809841,-0.3865761077802415,1
LIKE I WOULD,ZAYN,dance pop,2016,113,83,56,-6,26,23,192,2,11,65,3.2,0.02796150901950261,-0.8449202858367003,2
Cheap Thrills,Sia,australian dance,2016,90,80,59,-5,8,73,225,6,22,64,3.75,0.8468571117234392,-0.0009323035003681887,0
I Got You,Bebe Rexha,dance pop,2016,98,89,61,-5,9,32,192,5,5,64,3.2,0.4941222913478797,0.314115497512917,0
Run Away With Me,Carly Rae Jepsen,canadian pop,2016,119,72,56,-6,5,25,251,1,5,63,4.183333333333334,-0.8477411002296956,-0.4660265131301005,2
Cruel (feat. ZAYN),Snakehips,dance pop,2016,110,88,60,-4,16,32,228,2,12,63,3.8,0.6838339508834999,-0.8468090791438323,2
Send My Love (To Your New Lover),Adele,british soul,2016,164,52,69,-8,17,56,223,4,10,61,3.716666666666667,-0.7672031721434291,-0.3598416076348511,2
WTF (Where They From),Missy Elliott,dance pop,2016,120,82,93,-3,6,56,193,2,20,58,3.216666666666667,2.21850346107742,0.6760379841687806,0
Desire,Years & Years,dance pop,2016,126,78,71,-5,30,64,203,30,6,58,3.3833333333333333,0.6418031368758117,-0.09851674226705417,0
When We Were Young,Adele,british soul,2016,144,59,38,-6,9,27,291,35,5,58,4.85,-2.508173838327087,-1.672644363821311,2
I Know What You Did Last Summer,Shawn Mendes,canadian pop,2016,114,77,68,-5,16,72,224,11,10,57,3.733333333333333,0.8511865630581124,0.030716894348425228,0
Wish That You Were Here - From ÂMiss PeregrineÂs Home for Peculiar ChildrenÂ Original Motion Picture,Florence + The Machine,art pop,2016,94,57,37,-6,13,12,403,72,3,57,6.716666666666667,-4.467730202457019,-1.9444278923969183,1
Hurts,Emeli SandÃ©,dance pop,2016,106,64,58,-8,15,18,238,2,3,57,3.966666666666667,-1.6398005228224939,-0.306541646345896,2
Change,Christina Aguilera,dance pop,2016,82,54,62,-6,13,20,187,68,8,54,3.1166666666666667,-2.3621711404289645,1.0810147723102785,1
Make Me... (feat. G-Eazy),Britney Spears,dance pop,2016,123,70,70,-7,22,58,231,16,10,53,3.85,-0.2150680481083471,-0.31501232809044266,2
Keeping Your Head Up,Birdy,neo mellow,2016,122,78,60,-5,19,53,208,16,5,52,3.466666666666667,0.3268138727620228,-0.4199454687803939,0
True Colors,Zedd,complextro,2016,126,79,57,-3,10,49,225,40,4,51,3.75,0.07380644308199255,-0.4207705679178876,0
Make Me Like You,Gwen Stefani,dance pop,2016,118,71,74,-5,13,80,217,4,5,50,3.6166666666666663,1.0788829234846509,0.4881840485607288,0
Champagne Problems,Nick Jonas,dance pop,2016,108,78,73,-5,9,64,193,0,13,50,3.216666666666667,1.2233218980501903,0.3782593026955435,0
Blown,DNCE,dance pop,2016,130,95,63,-5,10,73,197,0,4,48,3.283333333333333,1.6712766373924457,-0.26261287451087273,0
Start,John Legend,neo mellow,2016,110,4,52,-15,9,26,310,99,4,47,5.166666666666667,-7.918553912354717,0.665319210563191,1
Pep Rally,Missy Elliott,dance pop,2016,90,75,83,-4,20,32,263,22,12,47,4.383333333333334,0.1368078117410118,-0.24908022760649084,0
Higher,Carly Rae Jepsen,canadian pop,2016,114,87,65,-5,37,44,234,1,6,46,3.9,0.8306314498990488,-1.4924634946564397,3
Invitation,Britney Spears,dance pop,2016,112,65,37,-7,9,16,200,3,11,44,3.333333333333333,-1.6042668899437311,-1.2481697474132494,2
One Call Away (feat. Tyga) - Remix,Charlie Puth,dance pop,2016,91,69,75,-5,13,52,192,26,4,41,3.2,0.1248949547214662,0.927467047375772,0
Beautiful Birds (feat. Birdy),Passenger,folk-pop,2016,86,17,39,-13,11,14,214,91,3,36,3.566666666666667,-6.772053764003034,0.7827321404845589,1
Little Lies,Hilary Duff,dance pop,2016,124,76,57,-6,4,40,204,0,6,36,3.4,-0.07811471418333889,-0.612528582140202,2
Do You Wanna Come Over?,Britney Spears,dance pop,2016,121,70,75,-6,11,45,203,1,7,34,3.3833333333333333,0.280022922755295,-0.10066626617695865,0
BURNITUP!,Janet Jackson,dance pop,2016,123,71,83,-7,31,83,250,5,18,31,4.166666666666667,0.8427857721209081,-1.0209832545918267,3
Picky - Remix,Joey Montana,latin,2016,186,81,70,-3,37,69,225,9,7,29,3.75,1.8384661824653687,-2.522516725497527,3
Behind Your Back,Nelly Furtado,canadian latin,2016,98,47,80,-10,7,69,228,25,4,18,3.8,-1.721010962571781,1.0219852204786612,2
Shape of You,Ed Sheeran,pop,2017,96,65,83,-3,9,93,234,58,8,87,3.9,0.6088221482165005,2.4116911749484182,0
Closer,The Chainsmokers,electropop,2017,95,52,75,-6,11,66,245,41,3,86,4.083333333333333,-1.0708838537746384,2.081443464996688,0
Starboy,The Weeknd,canadian contemporary r&b,2017,186,59,68,-7,14,49,230,14,28,85,3.8333333333333335,-0.48866882924731475,-0.9835342605399696,3
Treat You Better,Shawn Mendes,canadian pop,2017,83,82,44,-4,11,75,188,11,34,84,3.1333333333333333,1.1242603272885006,-0.14159232314956396,3
That's What I Like,Bruno Mars,pop,2017,134,56,85,-5,9,86,207,1,4,83,3.45,1.0941776565133539,1.938388216540144,0
Let Me Love You,DJ Snake,electronic trap,2017,100,72,65,-5,14,16,206,9,3,82,3.433333333333333,-0.4149302330018062,0.7448948390833745,2
I Feel It Coming,The Weeknd,canadian contemporary r&b,2017,93,82,77,-6,7,59,269,43,12,81,4.483333333333333,-0.34272283609338344,1.103294369415418,0
Mercy,Shawn Mendes,canadian pop,2017,148,66,56,-5,11,36,209,13,8,81,3.4833333333333334,-0.3943528018000168,-0.15643804289929641,2
Side To Side,Ariana Grande,dance pop,2017,159,74,65,-6,24,61,226,5,23,80,3.7666666666666666,0.6063675833887056,-1.0909267822267137,3
Stay,Zedd,complextro,2017,102,62,69,-5,12,54,210,25,6,80,3.5,-0.24888742700370267,1.3757570252670746,0
It Ain't Me (with Selena Gomez),Kygo,edm,2017,100,53,64,-7,9,52,221,12,7,79,3.683333333333333,-1.0489343922441408,1.2808729366608302,2
Malibu,Miley Cyrus,dance pop,2017,140,78,57,-6,8,34,232,8,6,78,3.8666666666666663,-0.3940060152078902,-0.3069604609740962,2
Something Just Like This,The Chainsmokers,electropop,2017,103,65,61,-7,17,51,248,3,4,78,4.133333333333334,-0.6933132636817427,0.43009769075486687,2
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,dance pop,2017,102,76,72,-4,18,74,251,41,5,78,4.183333333333334,0.3739052659965266,0.9290510504194173,0
I DonÂt Wanna Live Forever (Fifty Shades Darker),ZAYN,dance pop,2017,118,45,74,-8,33,9,245,6,6,78,4.083333333333333,-1.98702953312415,-0.0003025207164514439,2
My Way,Calvin Harris,dance pop,2017,120,91,82,-3,16,54,219,9,4,78,3.65,1.8484230153768308,0.691199117063223,0
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,dance pop,2017,81,67,61,-4,17,81,289,6,4,77,4.816666666666666,0.37916393516190977,0.5125859609691041,0
Praying,Kesha,dance pop,2017,73,39,58,-7,11,32,230,49,3,77,3.8333333333333335,-2.9311536180020688,1.7318510063742028,1
Despacito - Remix,Luis Fonsi,latin,2017,178,82,65,-4,10,82,229,23,17,76,3.816666666666667,1.2972301859927793,-0.6975969105469012,3
The Greatest,Sia,australian dance,2017,192,73,67,-6,6,73,210,1,27,76,3.5,1.009133931647801,-0.9358594503165989,3
There for You,Martin Garrix,big room,2017,106,64,61,-8,12,13,222,12,6,76,3.7,-1.76437613253843,0.41629355697220355,2
Paris,The Chainsmokers,electropop,2017,100,64,65,-7,9,25,222,2,3,76,3.7,-1.031049694222838,0.8682586917103701,2
Crying in the Club,Camila Cabello,dance pop,2017,85,62,33,-6,16,60,216,33,38,75,3.6,-1.153712129109974,-0.9605482327291022,3
Mama,Jonas Blue,dance pop,2017,104,79,74,-4,5,57,184,10,4,75,3.066666666666667,1.1459719008257223,1.5783462531698744,0
Slide (feat. Frank Ocean & Migos),Calvin Harris,dance pop,2017,104,80,74,-3,25,51,231,50,5,75,3.85,0.37058166196719167,0.5787771145791277,0
Swish Swish,Katy Perry,dance pop,2017,120,71,84,-5,10,57,243,2,4,73,4.05,0.7156453243757365,0.9815828738955265,0
Chained To The Rhythm,Katy Perry,dance pop,2017,190,80,45,-5,20,47,238,8,17,72,3.966666666666667,0.1851345350300442,-2.490704481429768,3
Cold (feat. Future),Maroon 5,pop,2017,100,72,69,-6,5,41,234,14,11,72,3.9,-0.38804314708914633,0.7030571969660728,2
Love,Lana Del Rey,art pop,2017,99,37,53,-11,11,23,273,49,3,72,4.55,-4.566820558505897,0.7260878075309508,1
ReggaetÃ³n Lento (Remix),CNCO,boy band,2017,94,91,53,-3,10,62,189,15,9,71,3.15,1.3398761279702416,0.3695787141148363,0
First Time,Kygo,edm,2017,90,59,63,-7,10,68,194,20,11,71,3.2333333333333334,-0.5427038624919583,1.4287344698924638,0
The Cure,Lady Gaga,dance pop,2017,100,51,70,-5,9,52,211,8,3,71,3.5166666666666666,-0.3331370309716356,1.4532758404100514,0
"How Far I'll Go - From ""Moana""",Alessia Cara,canadian contemporary r&b,2017,181,54,31,-10,7,16,176,16,35,71,2.933333333333333,-2.6454927075651637,-2.126173951323369,2
Bodak Yellow,Cardi B,pop,2017,125,72,93,-6,35,46,224,7,11,70,3.733333333333333,0.7611081394920538,0.187091695030888,3
Rich Love (with Seeb),OneRepublic,dance pop,2017,105,87,40,-4,36,47,201,17,31,70,3.35,0.661960072152002,-2.1332716348290917,3
Tired,Alan Walker,electro house,2017,124,88,69,-4,15,49,192,4,6,70,3.2,1.3816975069072637,0.21456350160645046,0
Came Here for Love,Sigala,dance pop,2017,125,87,71,-3,12,72,203,3,4,70,3.3833333333333333,2.020147002925687,0.5323264687869781,0
24K Magic,Bruno Mars,pop,2017,107,80,82,-4,15,63,226,3,8,69,3.7666666666666666,1.4746284117809647,0.7598761480550077,0
Strip That Down (feat. Quavo),Liam Payne,dance pop,2017,106,50,87,-5,8,55,202,20,5,69,3.3666666666666667,-0.08334895084976639,2.0757337854742044,0
Cut To The Feeling,Carly Rae Jepsen,canadian pop,2017,115,91,71,-3,30,65,208,1,6,69,3.466666666666667,2.1576670422946806,-0.201076984756973,0
OK - Spotify Version,Robin Schulz,dance pop,2017,122,81,65,-6,13,58,189,12,6,69,3.15,0.5378449103161401,0.5335843247243877,0
Bon appÃ©tit,Katy Perry,dance pop,2017,106,79,80,-6,22,52,228,13,6,68,3.8,0.4643996764378102,0.5775536443931352,0
Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,art pop,2017,135,57,76,-9,20,14,261,2,13,67,4.35,-1.7446541735029015,-0.5729883058220449,2
Get Low (with Liam Payne),Zedd,complextro,2017,108,93,72,-4,5,54,205,3,5,66,3.4166666666666665,1.5209042169853697,0.6899975216303575,0
Kissing Strangers,DNCE,dance pop,2017,120,74,77,-6,9,86,202,5,4,66,3.3666666666666667,1.1371996017157477,1.3336952978860594,0
Slow Hands,Niall Horan,dance pop,2017,86,42,74,-7,6,85,188,1,5,64,3.1333333333333333,-0.17572751708585232,2.421329441405309,0
Younger Now,Miley Cyrus,dance pop,2017,122,87,55,-5,14,33,249,0,6,62,4.15,0.15563207222573666,-1.0895381940258513,2
Body Moves,DNCE,dance pop,2017,102,69,65,-5,4,86,236,0,4,62,3.933333333333333,0.7711851014466745,0.9340435815792338,0
Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,belgian edm,2017,122,64,73,-7,8,53,158,2,4,59,2.6333333333333333,0.15246840756537355,1.299818424431548,0
Angel,Fifth Harmony,dance pop,2017,124,53,74,-6,35,13,189,0,4,59,3.15,-0.6290524812432504,-0.20856360715405414,2
Touch (feat. Kid Ink),Little Mix,dance pop,2017,102,75,64,-4,49,53,203,4,11,59,3.3833333333333333,1.1103991483249458,-1.0572481451511113,3
We Don't Talk Anymore - DROELOE Remix,Charlie Puth,dance pop,2017,100,82,70,-5,45,67,218,49,22,59,3.633333333333333,0.5177979304762559,-0.8388481513770495,3
Love Incredible (feat. Camila Cabello),Cashmere Cat,downtempo,2017,167,50,37,-9,20,21,180,6,12,59,3.0,-2.231669121908169,-1.5823595021878112,2
No Vacancy (with SebastiÃ¡n Yatra),OneRepublic,dance pop,2017,100,76,69,-4,14,59,223,8,4,57,3.716666666666667,0.8226303522372306,0.40670489851759817,0
Rich Boy,Galantis,big room,2017,110,90,74,-2,8,65,184,7,5,55,3.066666666666667,2.294310224358679,0.6634226116173709,0
Lust for Life (with The Weeknd),Lana Del Rey,art pop,2017,100,67,51,-9,36,27,264,58,6,54,4.4,-2.9396695522421394,-1.0886711754229292,1
Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,dance pop,2017,115,83,70,-6,36,63,245,28,27,54,4.083333333333333,0.47481351091465795,-1.519862354994837,3
Influence,Tove Lo,dance pop,2017,105,59,77,-10,11,33,225,10,5,54,3.75,-1.7070304752719772,0.8640409188385605,2
Remember I Told You,Nick Jonas,dance pop,2017,113,53,68,-6,4,84,202,14,28,53,3.3666666666666667,0.18321564108375285,0.43621825324958263,0
Messin' Around,Pitbull,dance pop,2017,158,81,57,-5,4,78,223,2,5,51,3.716666666666667,1.0005094231033547,-0.6660023202776798,0
Water Under the Bridge,Adele,british soul,2017,95,84,60,-7,11,47,240,2,7,49,4.0,-0.15452672745962978,-0.34317217542102835,2
Free Me,Sia,australian dance,2017,87,46,27,-4,14,21,286,85,3,44,4.766666666666667,-3.878477130648877,-1.109196385762971,1
Kissing Strangers - Remix,DNCE,dance pop,2017,120,77,76,-6,8,81,202,8,5,43,3.3666666666666667,1.0479943445233366,0.6680359353746728,0
A L I E N S,Coldplay,permanent wave,2017,148,88,43,-5,21,25,282,0,4,41,4.7,-0.35929653156784913,-3.0047598671393607,2
One Kiss (with Dua Lipa),Calvin Harris,dance pop,2018,124,86,79,-3,8,59,215,4,11,86,3.583333333333333,1.8547655578173785,0.8433794363083849,0
Havana (feat. Young Thug),Camila Cabello,dance pop,2018,105,52,77,-4,13,39,217,18,3,85,3.6166666666666663,-0.32317489673067695,1.6336505629815046,0
I Like It,Cardi B,pop,2018,136,73,82,-4,37,65,253,10,13,85,4.216666666666667,1.2601972064700306,-0.3328199121711836,3
New Rules,Dua Lipa,dance pop,2018,116,70,76,-6,15,61,209,0,7,84,3.4833333333333334,0.6270102730035059,1.1778706837005442,0
There's Nothing Holdin' Me Back,Shawn Mendes,canadian pop,2018,122,81,87,-4,8,97,199,38,6,84,3.316666666666667,1.698301220728859,2.2165840363565295,0
no tears left to cry,Ariana Grande,dance pop,2018,122,71,70,-6,29,35,206,4,6,84,3.433333333333333,0.06872174679420194,0.22276640304955025,2
IDGAF,Dua Lipa,dance pop,2018,97,54,84,-6,8,51,218,4,9,84,3.633333333333333,-0.12188596529593038,1.9950516914746501,0
In My Blood,Shawn Mendes,canadian pop,2018,140,71,62,-7,13,49,211,6,7,83,3.5166666666666666,-0.25728988694641924,0.28322149525852913,2
Wolves,Selena Gomez,dance pop,2018,125,80,72,-5,20,31,198,12,4,83,3.3,0.3995192601519403,0.5062509718543048,0
Dusk Till Dawn - Radio Edit,ZAYN,dance pop,2018,180,44,26,-7,11,10,239,10,4,83,3.983333333333333,-2.9206613339220153,-1.6649018006195466,2
Attention,Charlie Puth,dance pop,2018,100,61,78,-5,13,80,209,11,5,83,3.4833333333333334,0.719512464214499,1.9875590569308357,0
Electricity (with Dua Lipa),Silk City,edm,2018,118,67,59,-6,34,51,238,1,5,82,3.966666666666667,-0.12428145893279595,-0.3806859508179093,2
Love On The Brain,Rihanna,barbadian pop,2018,172,64,51,-5,8,38,224,7,5,82,3.733333333333333,-0.4999343521275507,-0.6179759885018182,2
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,dance pop,2018,103,71,66,-4,8,74,175,3,5,82,2.9166666666666665,1.2669770924751356,1.6823895021541124,0
Silence,Marshmello,brostep,2018,142,76,52,-3,17,29,181,26,9,82,3.0166666666666666,0.18748080929291022,-0.3602339986972763,2
Sorry Not Sorry,Demi Lovato,dance pop,2018,144,64,71,-7,26,89,204,2,23,81,3.4,0.8794403294387728,-0.0008252404213144761,3
Shallow - Radio Edit,Lady Gaga,dance pop,2018,96,33,57,-7,9,28,217,42,3,80,3.6166666666666663,-2.9589297819549527,1.5925701226616253,1
These Days,Rudimental,dance pop,2018,92,81,65,-4,17,55,211,19,5,80,3.5166666666666666,0.6833363240926965,0.8916966000594332,0
What Lovers Do (feat. SZA),Maroon 5,pop,2018,110,60,80,-5,10,42,200,8,6,79,3.333333333333333,0.12329872223430348,1.5511515220112504,0
Finesse - Remix; feat. Cardi B,Bruno Mars,pop,2018,105,86,70,-5,2,93,217,2,10,78,3.6166666666666663,1.6993885372049686,1.2961823381063817,0
Perfect Duet (Ed Sheeran & BeyoncÃ©),Ed Sheeran,pop,2018,95,30,59,-7,12,36,260,78,3,78,4.333333333333333,-3.849937294572025,1.495971057825786,1
Bad At Love,Halsey,dance pop,2018,118,75,68,-4,9,61,181,6,3,78,3.0166666666666666,1.1144295851430837,1.2255146682980267,0
Him & I (with Halsey),G-Eazy,hip hop,2018,88,73,59,-6,31,19,269,5,9,78,4.483333333333333,-0.8908643924892299,-0.7454958537892395,2
Friends (with BloodPopÂ®),Justin Bieber,canadian pop,2018,105,73,74,-5,30,62,189,0,4,77,3.15,1.1547426385110595,0.8491686263167189,0
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,dance pop,2018,98,67,67,-3,12,63,204,3,7,76,3.4,1.065571043461752,1.0573271192344411,0
My My My!,Troye Sivan,dance pop,2018,103,46,70,-8,5,48,205,0,8,76,3.4166666666666665,-1.1487687856776019,1.6460021936398768,2
Capital Letters,Hailee Steinfeld,dance pop,2018,100,81,66,-6,5,46,219,3,8,76,3.65,0.22726165011045682,0.7930479235276767,0
Sick Boy,The Chainsmokers,electropop,2018,90,58,66,-8,12,45,193,11,5,76,3.216666666666667,-1.0641900318391186,1.5848739278396946,2
Tequila,Dan + Shay,contemporary country,2018,86,59,47,-6,13,50,196,3,3,76,3.2666666666666666,-0.7105309666440096,0.888172131535746,2
Look What You Made Me Do,Taylor Swift,pop,2018,128,71,77,-6,13,51,212,20,12,75,3.533333333333333,0.11219071202883846,0.6769405337252783,0
Youth (feat. Khalid),Shawn Mendes,canadian pop,2018,100,60,53,-7,13,32,191,56,12,75,3.183333333333333,-2.104100654299447,0.7849944524669715,1
Bad Liar,Selena Gomez,dance pop,2018,121,41,97,-6,8,73,215,19,7,75,3.583333333333333,-0.06987897435269383,2.4821895092551163,0
Anywhere,Rita Ora,dance pop,2018,107,80,63,-4,10,32,215,4,6,74,3.583333333333333,0.4309028889559298,0.2606754652816492,0
Say Something,Justin Timberlake,dance pop,2018,97,63,71,-7,8,37,279,10,8,74,4.65,-1.1915820795714402,0.5530105982322102,2
Chun-Li,Nicki Minaj,dance pop,2018,129,73,69,-5,11,48,192,28,37,73,3.2,0.3736915823464306,-0.4052514075369414,3
Sign of the Times,Harry Styles,dance pop,2018,120,57,52,-5,11,21,341,3,3,72,5.683333333333334,-1.8154141922912026,-1.263516764816527,2
Familiar,Liam Payne,dance pop,2018,93,81,64,-5,8,91,197,2,33,72,3.283333333333333,1.7109095881434853,0.31339788800935564,3
Let Me,ZAYN,dance pop,2018,168,57,46,-6,10,19,185,24,5,72,3.083333333333333,-1.5746225385654158,-0.5659634246938771,2
Supernova,Ansel Elgort,dance pop,2018,140,62,77,-5,21,68,191,6,10,72,3.183333333333333,0.9130368234100842,0.5923274800521233,0
Nervous,Shawn Mendes,canadian pop,2018,122,62,84,-7,13,74,164,4,8,71,2.7333333333333334,0.745861353847986,1.8514418090223645,0
End Game,Taylor Swift,pop,2018,159,59,65,-6,11,15,245,1,6,70,4.083333333333333,-1.0646832055870317,-0.7148283699521583,2
Mi Gente (feat. BeyoncÃ©),J Balvin,latin,2018,105,72,76,-6,23,47,210,2,8,68,3.5,0.41411871061213174,0.49778000785744203,0
Lemon,N.E.R.D,hip hop,2018,95,73,92,-7,12,20,220,0,9,68,3.6666666666666665,-0.10046740510812804,1.179209382416142,2
For You (With Rita Ora),Liam Payne,dance pop,2018,113,80,54,-5,42,18,243,2,3,67,4.05,-0.21526990835154916,-1.6491572180949763,2
Want To,Dua Lipa,dance pop,2018,92,69,57,-5,6,32,212,8,12,67,3.533333333333333,-0.407493596193709,0.3036817713440212,2
What I Need (feat. Kehlani),Hayley Kiyoko,dance pop,2018,104,79,63,-4,16,41,220,5,6,67,3.6666666666666665,0.5589102110818108,0.008228794069436537,0
Wait,Maroon 5,pop,2018,126,60,66,-5,11,45,191,10,6,67,3.183333333333333,-0.08084285874870095,0.6236767680155325,0
What About Us,P!nk,dance pop,2018,114,59,39,-6,9,19,272,3,6,66,4.533333333333333,-1.9201102654021855,-1.1302405777640325,2
2U (feat. Justin Bieber),David Guetta,dance pop,2018,145,61,53,-7,23,53,195,23,6,65,3.25,-0.8808562125733068,-0.35864255313077137,2
Walk On Water (feat. BeyoncÃ©),Eminem,detroit hip hop,2018,82,44,48,-10,64,62,304,81,24,65,5.066666666666666,-3.7288929932129355,-1.7252676240031963,1
This Town,Niall Horan,dance pop,2018,112,41,68,-8,12,20,233,70,3,64,3.883333333333333,-3.491713758907312,1.1229668556425134,1
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,dance pop,2018,94,69,73,-4,10,42,221,2,5,64,3.683333333333333,0.4600103426069866,0.8101267406683067,0
MOVE TO MIAMI,Enrique Iglesias,dance pop,2018,100,87,76,-4,7,90,169,3,5,64,2.816666666666667,2.3427336358563524,1.6606334106611307,0
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,downtempo,2018,100,64,75,-5,11,45,186,25,9,64,3.1,-0.057909711612801174,1.2644486728393922,0
Filthy,Justin Timberlake,dance pop,2018,97,58,75,-6,25,65,294,4,14,62,4.9,-0.23930513101683742,-0.26395205536221067,2
Never Be the Same - Radio Edit,Camila Cabello,dance pop,2018,130,69,63,-4,12,25,227,16,9,57,3.783333333333333,-0.2911283879743709,-0.6340329999790155,2
Ferrari,Bebe Rexha,dance pop,2018,77,48,58,-6,10,42,213,2,3,57,3.55,-1.1055169256788349,0.9664798481429251,2
Supplies,Justin Timberlake,dance pop,2018,120,55,79,-7,13,23,226,1,5,57,3.7666666666666666,-0.9521441268177114,0.43543258443002875,2
Boom Boom,RedOne,moroccan pop,2018,110,76,75,-8,20,58,248,0,5,53,4.133333333333334,-0.043070779516635085,-0.002987528484552086,2
...Ready For It? - BloodPopÂ® Remix,Taylor Swift,pop,2018,160,84,58,-5,10,50,190,13,22,52,3.1666666666666665,0.764136153896194,-1.4164627321865602,3
Drip (feat. Migos),Cardi B,pop,2018,130,59,97,-8,8,27,264,5,26,45,4.4,-0.7547874181684221,-0.34346760645408964,2
Tell Me You Love Me - NOTD Remix,Demi Lovato,dance pop,2018,102,77,58,-5,9,76,182,5,8,44,3.033333333333333,0.986347401550949,0.2873536231526902,0
Memories,Maroon 5,pop,2019,91,32,76,-7,8,57,189,84,5,99,3.15,-2.6772642824590096,3.6383737705580432,1
Lose You To Love Me,Selena Gomez,dance pop,2019,102,34,51,-9,21,9,206,58,4,97,3.433333333333333,-4.105724924709518,1.3692028041111999,1
Someone You Loved,Lewis Capaldi,pop,2019,110,41,50,-6,11,45,182,75,3,96,3.033333333333333,-2.6689818539387673,2.0343914692281126,1
SeÃ±orita,Shawn Mendes,canadian pop,2019,117,54,76,-6,9,75,191,4,3,95,3.183333333333333,0.3363088370981031,2.3705904176668255,0
How Do You Sleep?,Sam Smith,pop,2019,111,68,48,-5,8,35,202,15,9,93,3.3666666666666667,-0.6287111360551787,0.55369366506429,2
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,pop,2019,98,62,86,-6,9,67,204,15,8,92,3.4,0.358426246878669,2.507078259774145,0
